mission_id,mission_name,launch_date,year,space_era,rocket_name,country,agency,agency_type,is_commercial,mission_type,payload_type,payload_mass_kg,orbit,destination,launch_site,launch_success,mission_success,failure_reason,booster_landing,reusable,crewed,crew_count,cost_usd_millions,cost_per_kg,ai_assisted,ai_role,source
M1839,USSR_Zenit_L1977_024,1977-11-25,1977,Cold War,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,4099.0,SSO,SSO,Plesetsk LC-132,1,1,,0,0,0,0,168.8,41180.8,0,,JSR/UNOOSA_derived
M1840,USSR_Cosmos-3M_L1977_079,1977-11-28,1977,Cold War,Cosmos-3M,USSR,USSR,Government,0,Military Sat,Military Sat,1702.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,94.0,55229.1,0,,JSR/UNOOSA_derived
M1841,USSR_Proton_L1977_058,1977-12-01,1977,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,4652.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,141.0,30309.5,0,,JSR/UNOOSA_derived
M1842,USSR_Zenit_L1977_027,1977-12-02,1977,Cold War,Zenit,USSR,USSR,Government,0,Technology Demo,Technology Demo,1777.0,LEO,LEO,Baikonur Site 1,0,0,Upper Stage Failure,0,0,0,0,68.1,38323.0,0,,JSR/UNOOSA_derived
M1843,USSR_Molniya_L1977_075,1977-12-02,1977,Cold War,Molniya,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7864.0,SSO,SSO,Plesetsk LC-132,1,1,,0,0,0,0,115.9,14738.0,0,,JSR/UNOOSA_derived
M1844,USA_AtlasV_L1977_023,1977-12-08,1977,Cold War,Atlas V,USA,USA,Private,1,Crew Module,Crew Module,6740.0,LEO,LEO,Vandenberg SLC-4E,0,0,Structural Failure,0,0,0,0,72.8,10801.2,0,,JSR/UNOOSA_derived
M1845,USA_FalconHeavy_L1977_002,1977-12-11,1977,Cold War,Falcon Heavy,USA,USA,Government,0,Science Probe,Science Probe,2600.0,HEO,HEO,Cape Canaveral LC-41,1,1,,0,0,0,0,111.3,42807.7,0,,JSR/UNOOSA_derived
M1846,USA_AtlasV_L1977_017,1977-12-21,1977,Cold War,Atlas V,USA,USA,Private,1,Comm Satellite,Comm Satellite,4237.0,Polar,Polar,Cape Canaveral LC-41,1,1,,0,0,0,0,189.0,44607.0,0,,JSR/UNOOSA_derived
M1847,USSR_Cosmos-3M_L1977_016,1977-12-25,1977,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,1421.0,ISS,ISS,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,180.5,127023.2,0,,JSR/UNOOSA_derived
M1848,USSR_Soyuz_L1978_058,1978-01-04,1978,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,3498.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,100.0,28587.8,0,,JSR/UNOOSA_derived
M1849,USSR_Molniya_L1978_026,1978-01-05,1978,Cold War,Molniya,USSR,USSR,Government,0,Science Probe,Science Probe,6855.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,218.3,31845.4,0,,JSR/UNOOSA_derived
M1850,USSR_Proton_L1978_051,1978-01-07,1978,Cold War,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,3430.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,238.5,69533.5,0,,JSR/UNOOSA_derived
M1851,USA_DeltaII_L1978_005,1978-01-07,1978,Cold War,Delta II,USA,USA,Private,1,Resupply,Resupply,7147.0,MEO,MEO,Kennedy LC-39A,1,1,,0,0,0,0,230.5,32251.3,0,,JSR/UNOOSA_derived
M1852,USSR_Molniya_L1978_070,1978-01-08,1978,Cold War,Molniya,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,2017.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,206.6,102429.4,0,,JSR/UNOOSA_derived
M1853,USSR_Molniya_L1978_066,1978-01-09,1978,Cold War,Molniya,USSR,USSR,Government,0,Technology Demo,Technology Demo,6446.0,GTO,GTO,Baikonur Site 1,1,1,,0,0,0,0,160.7,24930.2,0,,JSR/UNOOSA_derived
M1854,USSR_Molniya_L1978_037,1978-01-11,1978,Cold War,Molniya,USSR,USSR,Government,0,Earth Observation,Earth Observation,3304.0,Polar,Polar,Baikonur Site 1,1,1,,0,0,0,0,89.8,27179.2,0,,JSR/UNOOSA_derived
M1855,USA_Falcon9_L1978_010,1978-01-14,1978,Cold War,Falcon 9,USA,USA,Private,1,Earth Observation,Earth Observation,705.0,ISS,ISS,Vandenberg SLC-4E,1,1,,0,0,0,0,153.1,217163.1,0,,JSR/UNOOSA_derived
M1856,USSR_Soyuz_L1978_048,1978-01-18,1978,Cold War,Soyuz,USSR,USSR,Government,0,Crew Module,Crew Module,3453.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,195.8,56704.3,0,,JSR/UNOOSA_derived
M1857,USSR_Cosmos-3M_L1978_044,1978-01-19,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,6821.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,100.4,14719.2,0,,JSR/UNOOSA_derived
M1858,USSR_Soyuz_L1978_033,1978-01-21,1978,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,5169.0,MEO,MEO,Baikonur LC-81,1,1,,0,0,0,0,103.2,19965.2,0,,JSR/UNOOSA_derived
M1859,USSR_Proton_L1978_078,1978-01-27,1978,Cold War,Proton,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,6037.0,LEO,LEO,Baikonur LC-81,1,1,,0,0,0,0,69.6,11528.9,0,,JSR/UNOOSA_derived
M1860,USSR_Molniya_L1978_053,1978-02-01,1978,Cold War,Molniya,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,7343.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,215.2,29306.8,0,,JSR/UNOOSA_derived
M1861,USSR_Soyuz_L1978_074,1978-02-02,1978,Cold War,Soyuz,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,6500.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,95.6,14707.7,0,,JSR/UNOOSA_derived
M1862,USSR_Molniya_L1978_061,1978-02-03,1978,Cold War,Molniya,USSR,USSR,Government,0,Science Probe,Science Probe,1425.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,149.9,105193.0,0,,JSR/UNOOSA_derived
M1863,USA_DeltaIV_L1978_002,1978-02-05,1978,Cold War,Delta IV,USA,USA,Government,0,Technology Demo,Technology Demo,1036.0,ISS,ISS,Cape Canaveral LC-41,1,1,,0,0,0,0,113.7,109749.0,0,,JSR/UNOOSA_derived
M1864,USSR_Proton_L1978_012,1978-02-08,1978,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,4539.0,SSO,SSO,Plesetsk LC-132,0,0,Engine Failure,0,0,0,0,171.3,37739.6,0,,JSR/UNOOSA_derived
M1865,USSR_Molniya_L1978_017,1978-02-11,1978,Cold War,Molniya,USSR,USSR,Government,0,Resupply,Resupply,2719.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,65.5,24089.7,0,,JSR/UNOOSA_derived
M1866,USSR_Zenit_L1978_038,1978-02-13,1978,Cold War,Zenit,USSR,USSR,Government,0,Resupply,Resupply,7569.0,Polar,Polar,Baikonur Site 1,1,1,,0,0,0,0,132.1,17452.8,0,,JSR/UNOOSA_derived
M1867,USSR_Zenit_L1978_015,1978-02-16,1978,Cold War,Zenit,USSR,USSR,Government,0,Military Sat,Military Sat,6952.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,189.8,27301.5,0,,JSR/UNOOSA_derived
M1868,USSR_Zenit_L1978_043,1978-02-16,1978,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,4754.0,SSO,SSO,Plesetsk LC-132,1,1,,0,0,0,0,169.9,35738.3,0,,JSR/UNOOSA_derived
M1869,USSR_Cosmos-3M_L1978_075,1978-02-16,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,1022.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,109.8,107436.4,0,,JSR/UNOOSA_derived
M1870,USA_NewGlenn_L1978_021,1978-02-19,1978,Cold War,New Glenn,USA,USA,Government,0,Science Probe,Science Probe,2656.0,GEO,GEO,Vandenberg SLC-4E,1,1,,0,0,0,0,98.4,37048.2,0,,JSR/UNOOSA_derived
M1871,USSR_Zenit_L1978_002,1978-02-20,1978,Cold War,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7850.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,130.5,16624.2,0,,JSR/UNOOSA_derived
M1872,USSR_Proton_L1978_041,1978-02-21,1978,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,6748.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,137.3,20346.8,0,,JSR/UNOOSA_derived
M1873,USSR_Zenit_L1978_079,1978-02-23,1978,Cold War,Zenit,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,2659.0,HEO,HEO,Baikonur Site 1,1,1,,0,0,0,0,86.2,32418.2,0,,JSR/UNOOSA_derived
M1874,USSR_Soyuz_L1978_032,1978-02-24,1978,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,6797.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,207.9,30587.0,0,,JSR/UNOOSA_derived
M1875,USA_NewGlenn_L1978_015,1978-02-25,1978,Cold War,New Glenn,USA,USA,Private,1,Military Sat,Military Sat,2036.0,ISS,ISS,Cape Canaveral LC-41,1,1,,0,0,0,0,102.8,50491.2,0,,JSR/UNOOSA_derived
M1876,USA_AtlasV_L1978_027,1978-02-26,1978,Cold War,Atlas V,USA,USA,Government,0,Technology Demo,Technology Demo,852.0,GEO,GEO,Vandenberg SLC-4E,1,1,,0,0,0,0,120.7,141666.7,0,,JSR/UNOOSA_derived
M1877,USSR_Zenit_L1978_056,1978-03-04,1978,Cold War,Zenit,USSR,USSR,Government,0,Earth Observation,Earth Observation,3458.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,53.8,15558.1,0,,JSR/UNOOSA_derived
M1878,USSR_Proton_L1978_022,1978-03-05,1978,Cold War,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,4769.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,169.8,35604.9,0,,JSR/UNOOSA_derived
M1879,USA_NewGlenn_L1978_006,1978-03-22,1978,Cold War,New Glenn,USA,USA,Government,0,Earth Observation,Earth Observation,1065.0,ISS,ISS,Vandenberg SLC-4E,1,1,,0,0,0,0,53.5,50234.7,0,,JSR/UNOOSA_derived
M1880,USSR_Cosmos-3M_L1978_019,1978-03-23,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Crew Module,Crew Module,575.0,Polar,Polar,Plesetsk LC-132,1,1,,0,0,0,0,70.6,122782.6,0,,JSR/UNOOSA_derived
M1881,USSR_Cosmos-3M_L1978_083,1978-03-23,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,3093.0,MEO,MEO,Baikonur Site 1,0,0,Range Safety,0,0,0,0,151.5,48981.6,0,,JSR/UNOOSA_derived
M1882,USSR_Soyuz_L1978_064,1978-03-25,1978,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,6062.0,LEO,LEO,Plesetsk LC-132,1,1,,0,0,0,0,171.4,28274.5,0,,JSR/UNOOSA_derived
M1883,USA_Falcon9_L1978_003,1978-03-25,1978,Cold War,Falcon 9,USA,USA,Private,1,Weather Satellite,Weather Satellite,4877.0,Polar,Polar,Cape Canaveral LC-41,1,1,,0,0,0,0,84.0,17223.7,0,,JSR/UNOOSA_derived
M1884,USSR_Zenit_L1978_014,1978-04-01,1978,Cold War,Zenit,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,6532.0,TLI,TLI,Baikonur Site 1,1,1,,0,0,0,0,198.3,30358.2,0,,JSR/UNOOSA_derived
M1885,USSR_Soyuz_L1978_027,1978-04-03,1978,Cold War,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,3251.0,MEO,MEO,Baikonur Site 1,0,0,Upper Stage Failure,0,0,0,0,166.0,51061.2,0,,JSR/UNOOSA_derived
M1886,USSR_Zenit_L1978_005,1978-04-12,1978,Cold War,Zenit,USSR,USSR,Government,0,Resupply,Resupply,5471.0,LEO,LEO,Baikonur Site 1,1,1,,0,0,0,0,97.9,17894.4,0,,JSR/UNOOSA_derived
M1887,USSR_Zenit_L1978_030,1978-04-14,1978,Cold War,Zenit,USSR,USSR,Government,0,Earth Observation,Earth Observation,4292.0,Polar,Polar,Baikonur LC-81,1,1,,0,0,0,0,230.5,53704.6,0,,JSR/UNOOSA_derived
M1888,USSR_Proton_L1978_060,1978-04-18,1978,Cold War,Proton,USSR,USSR,Government,0,Technology Demo,Technology Demo,4884.0,LEO,LEO,Plesetsk LC-132,0,0,Engine Failure,0,0,0,0,84.0,17199.0,0,,JSR/UNOOSA_derived
M1889,USA_FalconHeavy_L1978_019,1978-04-20,1978,Cold War,Falcon Heavy,USA,USA,Government,0,Technology Demo,Technology Demo,4579.0,SSO,SSO,Cape Canaveral LC-41,1,1,,0,0,0,0,137.8,30093.9,0,,JSR/UNOOSA_derived
M1890,USSR_Soyuz_L1978_055,1978-04-22,1978,Cold War,Soyuz,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,4923.0,SSO,SSO,Plesetsk LC-132,1,1,,0,0,0,0,121.6,24700.4,0,,JSR/UNOOSA_derived
M1891,USSR_Proton_L1978_063,1978-04-23,1978,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,1255.0,HEO,HEO,Baikonur LC-81,0,0,Structural Failure,0,0,0,0,79.6,63426.3,0,,JSR/UNOOSA_derived
M1892,USSR_Soyuz_L1978_085,1978-05-02,1978,Cold War,Soyuz,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,5021.0,LEO,LEO,Baikonur Site 1,1,1,,0,0,0,0,131.5,26190.0,0,,JSR/UNOOSA_derived
M1893,USSR_Proton_L1978_073,1978-05-15,1978,Cold War,Proton,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7094.0,HEO,HEO,Baikonur LC-81,1,1,,0,0,0,0,96.3,13574.9,0,,JSR/UNOOSA_derived
M1894,USSR_Soyuz_L1978_034,1978-05-16,1978,Cold War,Soyuz,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7453.0,GTO,GTO,Baikonur Site 1,1,1,,0,0,0,0,63.2,8479.8,0,,JSR/UNOOSA_derived
M1895,USSR_Cosmos-3M_L1978_036,1978-05-24,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,7571.0,MEO,MEO,Baikonur LC-81,1,1,,0,0,0,0,111.7,14753.7,0,,JSR/UNOOSA_derived
M1896,USSR_Soyuz_L1978_016,1978-05-26,1978,Cold War,Soyuz,USSR,USSR,Government,0,Military Sat,Military Sat,7024.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,175.7,25014.2,0,,JSR/UNOOSA_derived
M1897,USSR_Proton_L1978_082,1978-05-27,1978,Cold War,Proton,USSR,USSR,Government,0,Earth Observation,Earth Observation,6938.0,GTO,GTO,Baikonur LC-81,1,1,,0,0,0,0,235.3,33914.7,0,,JSR/UNOOSA_derived
M1898,USSR_Zenit_L1978_081,1978-06-07,1978,Cold War,Zenit,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,443.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,96.9,218735.9,0,,JSR/UNOOSA_derived
M1899,USSR_Molniya_L1978_072,1978-06-12,1978,Cold War,Molniya,USSR,USSR,Government,0,Crew Module,Crew Module,3827.0,GEO,GEO,Baikonur LC-81,0,0,Structural Failure,0,0,0,0,177.5,46381.0,0,,JSR/UNOOSA_derived
M1900,USSR_Soyuz_L1978_076,1978-06-15,1978,Cold War,Soyuz,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,4434.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,89.0,20072.2,0,,JSR/UNOOSA_derived
M1901,USSR_Zenit_L1978_080,1978-06-15,1978,Cold War,Zenit,USSR,USSR,Government,0,Earth Observation,Earth Observation,3058.0,GTO,GTO,Baikonur LC-81,1,1,,0,0,0,0,143.8,47024.2,0,,JSR/UNOOSA_derived
M1902,USSR_Proton_L1978_067,1978-06-20,1978,Cold War,Proton,USSR,USSR,Government,0,Earth Observation,Earth Observation,4147.0,LEO,LEO,Baikonur LC-81,0,0,Upper Stage Failure,0,0,0,0,189.4,45671.6,0,,JSR/UNOOSA_derived
M1903,USSR_Molniya_L1978_024,1978-06-24,1978,Cold War,Molniya,USSR,USSR,Government,0,Earth Observation,Earth Observation,1332.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,120.8,90690.7,0,,JSR/UNOOSA_derived
M1904,USA_AtlasV_L1978_023,1978-06-25,1978,Cold War,Atlas V,USA,USA,Government,0,Technology Demo,Technology Demo,2831.0,LEO,LEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,105.6,37301.3,0,,JSR/UNOOSA_derived
M1905,USSR_Molniya_L1978_087,1978-06-26,1978,Cold War,Molniya,USSR,USSR,Government,0,Crew Module,Crew Module,2242.0,LEO,LEO,Baikonur Site 1,1,1,,0,0,0,0,183.5,81846.6,0,,JSR/UNOOSA_derived
M1906,USSR_Proton_L1978_008,1978-06-27,1978,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,3973.0,ISS,ISS,Plesetsk LC-132,1,1,,0,0,0,0,119.8,30153.5,0,,JSR/UNOOSA_derived
M1907,USSR_Soyuz_L1978_007,1978-06-28,1978,Cold War,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,7570.0,MEO,MEO,Baikonur LC-81,1,1,,0,0,0,0,169.1,22338.2,0,,JSR/UNOOSA_derived
M1908,USA_Falcon9_L1978_011,1978-07-03,1978,Cold War,Falcon 9,USA,USA,Government,0,Navigation Sat,Navigation Sat,3315.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,126.3,38099.5,0,,JSR/UNOOSA_derived
M1909,USA_AtlasV_L1978_018,1978-07-09,1978,Cold War,Atlas V,USA,USA,Government,0,Crew Module,Crew Module,4951.0,MEO,MEO,Kennedy LC-39A,1,1,,0,0,0,0,212.6,42940.8,0,,JSR/UNOOSA_derived
M1910,USA_DeltaII_L1978_024,1978-07-11,1978,Cold War,Delta II,USA,USA,Government,0,Weather Satellite,Weather Satellite,1384.0,HEO,HEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,109.4,79046.2,0,,JSR/UNOOSA_derived
M1911,USSR_Soyuz_L1978_065,1978-07-12,1978,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,3916.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,68.4,17466.8,0,,JSR/UNOOSA_derived
M1912,USA_Antares_L1978_016,1978-07-13,1978,Cold War,Antares,USA,USA,Government,0,Resupply,Resupply,5950.0,LEO,LEO,Vandenberg SLC-4E,1,1,,0,0,0,0,192.1,32285.7,0,,JSR/UNOOSA_derived
M1913,USSR_Zenit_L1978_035,1978-07-17,1978,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,398.0,Polar,Polar,Plesetsk LC-132,1,1,,0,0,0,0,166.4,418090.5,0,,JSR/UNOOSA_derived
M1914,USSR_Cosmos-3M_L1978_023,1978-07-26,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,2857.0,GTO,GTO,Baikonur LC-81,1,1,,0,0,0,0,200.6,70213.5,0,,JSR/UNOOSA_derived
M1915,USSR_Proton_L1978_009,1978-07-27,1978,Cold War,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,6256.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,125.0,19980.8,0,,JSR/UNOOSA_derived
M1916,USSR_Molniya_L1978_013,1978-07-28,1978,Cold War,Molniya,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7995.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,159.9,20000.0,0,,JSR/UNOOSA_derived
M1917,USSR_Zenit_L1978_021,1978-08-01,1978,Cold War,Zenit,USSR,USSR,Government,0,Military Sat,Military Sat,692.0,Polar,Polar,Baikonur LC-81,1,1,,0,0,0,0,185.9,268641.6,0,,JSR/UNOOSA_derived
M1918,USA_DeltaIV_L1978_017,1978-08-01,1978,Cold War,Delta IV,USA,USA,Government,0,Technology Demo,Technology Demo,3911.0,LEO,LEO,Vandenberg SLC-4E,1,1,,0,0,0,0,106.1,27128.6,0,,JSR/UNOOSA_derived
M1919,USSR_Soyuz_L1978_028,1978-08-02,1978,Cold War,Soyuz,USSR,USSR,Government,0,Crew Module,Crew Module,767.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,82.6,107692.3,0,,JSR/UNOOSA_derived
M1920,USSR_Cosmos-3M_L1978_059,1978-08-08,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Crew Module,Crew Module,5620.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,175.5,31227.8,0,,JSR/UNOOSA_derived
M1921,USSR_Zenit_L1978_071,1978-08-12,1978,Cold War,Zenit,USSR,USSR,Government,0,Resupply,Resupply,4266.0,TLI,TLI,Baikonur LC-81,1,1,,0,0,0,0,172.1,40342.2,0,,JSR/UNOOSA_derived
M1922,USA_DeltaIV_L1978_009,1978-08-12,1978,Cold War,Delta IV,USA,USA,Government,0,Technology Demo,Technology Demo,4583.0,HEO,HEO,Vandenberg SLC-4E,0,0,Range Safety,0,0,0,0,97.6,21296.1,0,,JSR/UNOOSA_derived
M1923,USSR_Soyuz_L1978_049,1978-08-17,1978,Cold War,Soyuz,USSR,USSR,Government,0,Military Sat,Military Sat,4205.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,196.8,46801.4,0,,JSR/UNOOSA_derived
M1924,USSR_Soyuz_L1978_006,1978-08-19,1978,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,3320.0,TLI,TLI,Baikonur Site 1,1,1,,0,0,0,0,150.9,45451.8,0,,JSR/UNOOSA_derived
M1925,USA_DeltaIV_L1978_001,1978-08-19,1978,Cold War,Delta IV,USA,USA,Private,1,Weather Satellite,Weather Satellite,5433.0,ISS,ISS,Kennedy LC-39A,1,1,,0,0,0,0,68.1,12534.5,0,,JSR/UNOOSA_derived
M1926,USA_DeltaII_L1978_020,1978-08-20,1978,Cold War,Delta II,USA,USA,Government,0,Weather Satellite,Weather Satellite,1439.0,GTO,GTO,Cape Canaveral LC-41,1,1,,0,0,0,0,243.8,169423.2,0,,JSR/UNOOSA_derived
M1927,USSR_Proton_L1978_018,1978-08-24,1978,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,5273.0,MEO,MEO,Plesetsk LC-132,1,1,,0,0,0,0,234.2,44414.9,0,,JSR/UNOOSA_derived
M1928,USA_FalconHeavy_L1978_022,1978-08-24,1978,Cold War,Falcon Heavy,USA,USA,Private,1,Navigation Sat,Navigation Sat,6055.0,MEO,MEO,Kennedy LC-39A,1,1,,0,0,0,0,101.0,16680.4,0,,JSR/UNOOSA_derived
M1929,USSR_Soyuz_L1978_077,1978-09-02,1978,Cold War,Soyuz,USSR,USSR,Government,0,Crew Module,Crew Module,5969.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,52.0,8711.7,0,,JSR/UNOOSA_derived
M1930,USA_DeltaIV_L1978_012,1978-09-05,1978,Cold War,Delta IV,USA,USA,Private,1,Earth Observation,Earth Observation,5114.0,HEO,HEO,Cape Canaveral LC-41,1,1,,0,0,0,0,168.0,32851.0,0,,JSR/UNOOSA_derived
M1931,USSR_Soyuz_L1978_001,1978-09-13,1978,Cold War,Soyuz,USSR,USSR,Government,0,Science Probe,Science Probe,3124.0,Polar,Polar,Baikonur LC-81,0,0,Range Safety,0,0,0,0,163.7,52400.8,0,,JSR/UNOOSA_derived
M1932,USSR_Cosmos-3M_L1978_029,1978-09-17,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,5786.0,ISS,ISS,Plesetsk LC-132,1,1,,0,0,0,0,67.6,11683.4,0,,JSR/UNOOSA_derived
M1933,USSR_Zenit_L1978_069,1978-09-21,1978,Cold War,Zenit,USSR,USSR,Government,0,Resupply,Resupply,2069.0,LEO,LEO,Baikonur Site 1,1,1,,0,0,0,0,101.8,49202.5,0,,JSR/UNOOSA_derived
M1934,USSR_Cosmos-3M_L1978_031,1978-09-24,1978,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,1426.0,HEO,HEO,Baikonur LC-81,0,0,Upper Stage Failure,0,0,0,0,130.1,91234.2,0,,JSR/UNOOSA_derived
M1935,USA_Falcon9_L1978_032,1978-09-26,1978,Cold War,Falcon 9,USA,USA,Private,1,Comm Satellite,Comm Satellite,2060.0,GTO,GTO,Cape Canaveral SLC-40,1,1,,0,0,0,0,190.1,92281.6,0,,JSR/UNOOSA_derived
M1936,USSR_Molniya_L1978_011,1978-10-06,1978,Cold War,Molniya,USSR,USSR,Government,0,Earth Observation,Earth Observation,7687.0,Polar,Polar,Baikonur LC-81,1,1,,0,0,0,0,187.0,24326.8,0,,JSR/UNOOSA_derived
M1937,USSR_Molniya_L1978_025,1978-10-10,1978,Cold War,Molniya,USSR,USSR,Government,0,Crew Module,Crew Module,6725.0,GTO,GTO,Baikonur Site 1,1,1,,0,0,0,0,226.9,33739.8,0,,JSR/UNOOSA_derived
M1938,USA_Falcon9_L1978_008,1978-10-10,1978,Cold War,Falcon 9,USA,USA,Government,0,Comm Satellite,Comm Satellite,6187.0,Polar,Polar,Kennedy LC-39A,1,1,,0,0,0,0,186.4,30127.7,0,,JSR/UNOOSA_derived
M1939,USSR_Molniya_L1978_052,1978-10-11,1978,Cold War,Molniya,USSR,USSR,Government,0,Resupply,Resupply,5487.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,78.7,14343.0,0,,JSR/UNOOSA_derived
M1940,USSR_Molniya_L1978_045,1978-10-15,1978,Cold War,Molniya,USSR,USSR,Government,0,Science Probe,Science Probe,1678.0,Polar,Polar,Baikonur Site 1,1,1,,0,0,0,0,207.7,123778.3,0,,JSR/UNOOSA_derived
M1941,USSR_Proton_L1978_046,1978-10-15,1978,Cold War,Proton,USSR,USSR,Government,0,Science Probe,Science Probe,1527.0,Polar,Polar,Plesetsk LC-132,1,1,,0,0,0,0,59.1,38703.3,0,,JSR/UNOOSA_derived
M1942,USA_Antares_L1978_004,1978-10-15,1978,Cold War,Antares,USA,USA,Government,0,Technology Demo,Technology Demo,4974.0,ISS,ISS,Kennedy LC-39A,1,1,,0,0,0,0,108.8,21873.7,0,,JSR/UNOOSA_derived
M1943,USSR_Molniya_L1978_020,1978-10-17,1978,Cold War,Molniya,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,6559.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,111.7,17030.0,0,,JSR/UNOOSA_derived
M1944,USA_FalconHeavy_L1978_007,1978-10-17,1978,Cold War,Falcon Heavy,USA,USA,Private,1,Navigation Sat,Navigation Sat,3225.0,GEO,GEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,191.0,59224.8,0,,JSR/UNOOSA_derived
